reviews,category_sentiment,category,sentiment
saya menginap di airy standard room.. dengan no kamar kepala 6... kebetulan mmng tinggal tersedia 2 kamar itu di traveloka.. smp hotel sudah jam 16 sore lebih tapi ternyata kita disuruh menunggu krn AC msh dibersihkan. setelah itu masuklah kita ke kamar dan sangat disayangkan bau kamar mandi sangaaaaaat menyengat.. sepertinya dr pipa pembuangan dan itu masuk smp dlm kamar.. terbuka sedikit saja pintu kamar mandinya baunya langsung masuk dan membuat saya mual.. krn tidak kuat akhirnya pagi2 jam 6 kami check out tanpa sarapan.. tersiksa sekali kami dengan bau yg menyengat semalaman apalagi di kamar ini tidak ada jendela atwpun ventilasi ..jadi sangat pengap dgn bau yg menyengat dr kamar mandi... smp masuk kamar mandipun kami menutup hidung... selimut juga kami minta ganti baru lagi krn ada noda merah sep darah... mungin waktu mencuci selimutnya kurang bersih... 😕😕😟 MOHON jadi perhatian pihak airy hotel.. jangan smp tamu lain nasibnya sama sep saya...  saran saya jika mau menginap jangan ambil yg standard krn sangat tidak nyaman dan ventilasinya kurang bagus.... makan malam saya di resto hotel n lumayan rasa makanannya dan harga murah.. view juga lumayan bagus.. mau mandipun air keluar dr shower keciiiil dan rusak showernya.. jadi kecil hilang kecil hilang airnya... sangat disayangkan sekali liburan kami jadi mengecewakan dengan room yg tidak nyaman,linen_P1-neg,linen_P1,neg
saya menginap di airy standard room.. dengan no kamar kepala 6... kebetulan mmng tinggal tersedia 2 kamar itu di traveloka.. smp hotel sudah jam 16 sore lebih tapi ternyata kita disuruh menunggu krn AC msh dibersihkan. setelah itu masuklah kita ke kamar dan sangat disayangkan bau kamar mandi sangaaaaaat menyengat.. sepertinya dr pipa pembuangan dan itu masuk smp dlm kamar.. terbuka sedikit saja pintu kamar mandinya baunya langsung masuk dan membuat saya mual.. krn tidak kuat akhirnya pagi2 jam 6 kami check out tanpa sarapan.. tersiksa sekali kami dengan bau yg menyengat semalaman apalagi di kamar ini tidak ada jendela atwpun ventilasi ..jadi sangat pengap dgn bau yg menyengat dr kamar mandi... smp masuk kamar mandipun kami menutup hidung... selimut juga kami minta ganti baru lagi krn ada noda merah sep darah... mungin waktu mencuci selimutnya kurang bersih... 😕😕😟 MOHON jadi perhatian pihak airy hotel.. jangan smp tamu lain nasibnya sama sep saya...  saran saya jika mau menginap jangan ambil yg standard krn sangat tidak nyaman dan ventilasinya kurang bagus.... makan malam saya di resto hotel n lumayan rasa makanannya dan harga murah.. view juga lumayan bagus.. mau mandipun air keluar dr shower keciiiil dan rusak showernya.. jadi kecil hilang kecil hilang airnya... sangat disayangkan sekali liburan kami jadi mengecewakan dengan room yg tidak nyaman,kebersihan-neg,kebersihan,neg
"Tidak dikasih selimut, AC hidup mati krn timer tp sudah di otak atik tetep sama. Yang lain Okay",linen_P1-neg,linen_P1,neg
"Tidak dikasih selimut, AC hidup mati krn timer tp sudah di otak atik tetep sama. Yang lain Okay",ac_P1-neg,ac_P1,neg
"Tidak dikasih selimut, AC hidup mati krn timer tp sudah di otak atik tetep sama. Yang lain Okay",general-pos,general,pos
"kurang bersih,pelayanan tdk bagus ",kebersihan-neg,kebersihan,neg
"kurang bersih,pelayanan tdk bagus ",service-neg,service,neg
"kamar bersih, tapi wifi belum berfungsi karena bangunan masih baru",kebersihan-pos,kebersihan,pos
"kamar bersih, tapi wifi belum berfungsi karena bangunan masih baru",wifi_P1-neg,wifi_P1,neg
"1. Nama Airy Eco Syariah tidak jelas, warga disekitar sana tidak tahu mereka menyebutnya rumah kontrakan 2. Pelayanan resepsionis tidak prosefional, menanyakan ke saya no kode booking pemesanan, dari Traveloka saya tidak dapat sampai saya harus menunjukan ",service-neg,service,neg
Kotor jauh jorok gak prof jelek lah pokoknya,kebersihan-neg,kebersihan,neg
"Kamar lumayan bagus, bersih. tapi di sheet kasur masih ada spot/noda jadi keliahatannya agak kurang",linen_P1-neg,linen_P1,neg
"Kamar lumayan bagus, bersih. tapi di sheet kasur masih ada spot/noda jadi keliahatannya agak kurang",kebersihan-neg,kebersihan,neg
ac kurang dingin,ac_P1-neg,ac_P1,neg
"wifi hanya ada di area loby hotel,",wifi_P1-neg,wifi_P1,neg
"pelayanan yg memuaskan, tapi sayang jaringan wifi kurang terjangkau di kamar atas apalagi yg dipojok",service-pos,service,pos
"pelayanan yg memuaskan, tapi sayang jaringan wifi kurang terjangkau di kamar atas apalagi yg dipojok",wifi_P1-neg,wifi_P1,neg
Waktu check in saya translit di kamar lain. Tapi seterusnya malah dikamar yang sama. Tidak ada pelayanan sama sekali. Penjaga nya juga tidak komunikatif. Sangat mengecewakan. Kamar mandi kotor. Kamar kotor.,service-neg,service,neg
Waktu check in saya translit di kamar lain. Tapi seterusnya malah dikamar yang sama. Tidak ada pelayanan sama sekali. Penjaga nya juga tidak komunikatif. Sangat mengecewakan. Kamar mandi kotor. Kamar kotor.,kebersihan-neg,kebersihan,neg
"hotelnya bersih dan nyaman. snack gratis menjadi nilai tambah. pouch nya lucu. perlengkapan mandi disediakan. Ac agak kurang dingin, ac baru dingin stlh tengah malam. kami menginap di kmr 321. sarapan pagi lumayan beragam dan enak. staf hotel ramah.",kebersihan-pos,kebersihan,pos
"hotelnya bersih dan nyaman. snack gratis menjadi nilai tambah. pouch nya lucu. perlengkapan mandi disediakan. Ac agak kurang dingin, ac baru dingin stlh tengah malam. kami menginap di kmr 321. sarapan pagi lumayan beragam dan enak. staf hotel ramah.",linen_P1-pos,linen_P1,pos
"hotelnya bersih dan nyaman. snack gratis menjadi nilai tambah. pouch nya lucu. perlengkapan mandi disediakan. Ac agak kurang dingin, ac baru dingin stlh tengah malam. kami menginap di kmr 321. sarapan pagi lumayan beragam dan enak. staf hotel ramah.",ac_P1-neg,ac_P1,neg
"hotelnya bersih dan nyaman. snack gratis menjadi nilai tambah. pouch nya lucu. perlengkapan mandi disediakan. Ac agak kurang dingin, ac baru dingin stlh tengah malam. kami menginap di kmr 321. sarapan pagi lumayan beragam dan enak. staf hotel ramah.",sunrise_meal_P1-pos,sunrise_meal_P1,pos
"hotelnya bersih dan nyaman. snack gratis menjadi nilai tambah. pouch nya lucu. perlengkapan mandi disediakan. Ac agak kurang dingin, ac baru dingin stlh tengah malam. kami menginap di kmr 321. sarapan pagi lumayan beragam dan enak. staf hotel ramah.",service-pos,service,pos
"Lumayan bagus,tapi kipas angin sangat kecil,dan tidak diberitahu password wifinya,free snack,kopi dan teh",service-neg,service,neg
"Lumayan bagus,tapi kipas angin sangat kecil,dan tidak diberitahu password wifinya,free snack,kopi dan teh",wifi_P1-neg,wifi_P1,neg
"Lumayan bagus,tapi kipas angin sangat kecil,dan tidak diberitahu password wifinya,free snack,kopi dan teh",linen_P1-pos,linen_P1,pos
"Baik dan receptionny sangat menolong, cuman Kamar mandinya kotor banyak lumut di sudut lantai dan dinding showernya .. terima kasih ",kebersihan-neg,kebersihan,neg
"Wifi nya parah,lainya ok lah...",wifi_P1-neg,wifi_P1,neg
"Wifi nya parah,lainya ok lah...",general-pos,general,pos
"Handuk seperti kain pel , kamar mandi kotor sempit , kebersihan kurang dijaga , adanya charge untuk noda kecil d sprei dengan harga hampir 50 % dr harga booking hotel , ukuran kamar sempit , kurang sesuai dengan harga standart hotel pd umumnya ... tidak re",linen_P1-neg,linen_P1,neg
"Handuk seperti kain pel , kamar mandi kotor sempit , kebersihan kurang dijaga , adanya charge untuk noda kecil d sprei dengan harga hampir 50 % dr harga booking hotel , ukuran kamar sempit , kurang sesuai dengan harga standart hotel pd umumnya ... tidak re",kebersihan-neg,kebersihan,neg
"Handuk seperti kain pel , kamar mandi kotor sempit , kebersihan kurang dijaga , adanya charge untuk noda kecil d sprei dengan harga hampir 50 % dr harga booking hotel , ukuran kamar sempit , kurang sesuai dengan harga standart hotel pd umumnya ... tidak re",service-neg,service,neg
"Tayangan tv,  kadang no signal dan macet2 tayangannya,  fan dikamar mandi kencang sekali,  ac nya suaranya keras perlu setting dan perbaikan, klo service hotel dan karyawan bagus sekali,  tetap di pertahankan",tv_P1-neg,tv_P1,neg
"Tayangan tv,  kadang no signal dan macet2 tayangannya,  fan dikamar mandi kencang sekali,  ac nya suaranya keras perlu setting dan perbaikan, klo service hotel dan karyawan bagus sekali,  tetap di pertahankan",ac_P1-neg,ac_P1,neg
"Tayangan tv,  kadang no signal dan macet2 tayangannya,  fan dikamar mandi kencang sekali,  ac nya suaranya keras perlu setting dan perbaikan, klo service hotel dan karyawan bagus sekali,  tetap di pertahankan",service-pos,service,pos
"air panas mati,  ac tidak dingin,  pelayanan kamar tidak ada keramahanya ",air_panas_P1-neg,air_panas_P1,neg
"air panas mati,  ac tidak dingin,  pelayanan kamar tidak ada keramahanya ",ac_P1-neg,ac_P1,neg
"air panas mati,  ac tidak dingin,  pelayanan kamar tidak ada keramahanya ",service-neg,service,neg
"Proses check in cepat,,, petugasnya tanggap dan ramah2... Fasilitas yg didapatkan melebihi harga yg dibayar. Dapt aneka snack cuma2 tiap hari.. Cuma AC nya aja, merk LG sedikit berisik... Promonya ok banget... Diskon 50%",service-pos,service,pos
"Proses check in cepat,,, petugasnya tanggap dan ramah2... Fasilitas yg didapatkan melebihi harga yg dibayar. Dapt aneka snack cuma2 tiap hari.. Cuma AC nya aja, merk LG sedikit berisik... Promonya ok banget... Diskon 50%",linen_P1-pos,linen_P1,pos
"Proses check in cepat,,, petugasnya tanggap dan ramah2... Fasilitas yg didapatkan melebihi harga yg dibayar. Dapt aneka snack cuma2 tiap hari.. Cuma AC nya aja, merk LG sedikit berisik... Promonya ok banget... Diskon 50%",ac_P1-neg,ac_P1,neg
"fasilitas air hangat perlu diperbaiki, remote tv sudah rusak, dan remote ac perlu perbaikan. fasilitas lain cukup baik. pelayanan sudah baik. bersih, nyaman, dan tenang",air_panas_P1-neg,air_panas_P1,neg
"fasilitas air hangat perlu diperbaiki, remote tv sudah rusak, dan remote ac perlu perbaikan. fasilitas lain cukup baik. pelayanan sudah baik. bersih, nyaman, dan tenang",tv_P1-neg,tv_P1,neg
"fasilitas air hangat perlu diperbaiki, remote tv sudah rusak, dan remote ac perlu perbaikan. fasilitas lain cukup baik. pelayanan sudah baik. bersih, nyaman, dan tenang",ac_P1-neg,ac_P1,neg
"fasilitas air hangat perlu diperbaiki, remote tv sudah rusak, dan remote ac perlu perbaikan. fasilitas lain cukup baik. pelayanan sudah baik. bersih, nyaman, dan tenang",service-pos,service,pos
"fasilitas air hangat perlu diperbaiki, remote tv sudah rusak, dan remote ac perlu perbaikan. fasilitas lain cukup baik. pelayanan sudah baik. bersih, nyaman, dan tenang",kebersihan-pos,kebersihan,pos
"(+) kamar luas ada kulkas (-) kamar kurang bersih colokan listrik hanya 1, itupun diparalel air panas tdk konstan wifi hanya utk 1 device saja ac kurang dingin",kebersihan-neg,kebersihan,neg
"(+) kamar luas ada kulkas (-) kamar kurang bersih colokan listrik hanya 1, itupun diparalel air panas tdk konstan wifi hanya utk 1 device saja ac kurang dingin",air_panas_P1-neg,air_panas_P1,neg
"(+) kamar luas ada kulkas (-) kamar kurang bersih colokan listrik hanya 1, itupun diparalel air panas tdk konstan wifi hanya utk 1 device saja ac kurang dingin",wifi_P1-neg,wifi_P1,neg
"(+) kamar luas ada kulkas (-) kamar kurang bersih colokan listrik hanya 1, itupun diparalel air panas tdk konstan wifi hanya utk 1 device saja ac kurang dingin",ac_P1-neg,ac_P1,neg
kecewa karena kamar tdk sesuai makanan sarapan juga mengecewakan kamar berbau,sunrise_meal_P1-neg,sunrise_meal_P1,neg
kecewa karena kamar tdk sesuai makanan sarapan juga mengecewakan kamar berbau,bau_P1-neg,bau_P1,neg
"Pelayanan kurang ramah, sepi sekali",service-neg,service,neg
"kebersihan tolong diperhatikan, selebihnya sudah baik",kebersihan-neg,kebersihan,neg
"kebersihan tolong diperhatikan, selebihnya sudah baik",general-pos,general,pos
kamar terlalu sempit wifi jelek makan pagi menu standar warteg,wifi_P1-neg,wifi_P1,neg
kamar terlalu sempit wifi jelek makan pagi menu standar warteg,sunrise_meal_P1-neg,sunrise_meal_P1,neg
"Room & bed : less cleanness, small but its ok Complimentary Meal : nice Bathroom : ok TV channel : less chanel Wifi : ok Staff : nice & helpful Place : it's easy to find ( AiryRooms joined with Life Hotel ) I stay 3D2N, double room w/o b'fast. Thank you fo",-ignored-,,ignored
SANGAT BURUK. PARKIRAN YG SEMPIT. KEBERSIHAN KAMAR KURANG TERJAGA.,kebersihan-neg,kebersihan,neg
"Jam cek in terlalu siang, jam 15.00. Kamar adem, nyaman, asri, tenang, dan tidak bising. Sayang tv msh jadul dan telp kamar mati. Sarapan sangat enak, bermacam menu tersedia. Thx Country Heritage😍",tv_P1-neg,tv_P1,neg
"Jam cek in terlalu siang, jam 15.00. Kamar adem, nyaman, asri, tenang, dan tidak bising. Sayang tv msh jadul dan telp kamar mati. Sarapan sangat enak, bermacam menu tersedia. Thx Country Heritage😍",sunrise_meal_P1-pos,sunrise_meal_P1,pos
"pintu gerbang ga ada yg bukain,payah hadeeeeeeeeeeeeehh",service-neg,service,neg
"cukup baik, petugas cukup ramah, tapi disayangkan saat datang meja berdebu",service-pos,service,pos
"cukup baik, petugas cukup ramah, tapi disayangkan saat datang meja berdebu",kebersihan-neg,kebersihan,neg
heater utk air panasnya ga berfungsi,air_panas_P1-neg,air_panas_P1,neg
Untuk kebersihan kamar dan kamar mandi agak kurang,kebersihan-neg,kebersihan,neg
Kamar airy nyaman. Lokasi hotel strategis dekat kota dan masjid raya serta lapangan. tapi Wifi agak lemot,wifi_P1-neg,wifi_P1,neg
"Pada saat saya menginap disana pelayanan ramah dan kamar pun sesuai dengan yang saya inginkan, namun sayang koneksi wifi yang tidak bekerja sampai hari terakhir saya menginap",service-pos,service,pos
"Pada saat saya menginap disana pelayanan ramah dan kamar pun sesuai dengan yang saya inginkan, namun sayang koneksi wifi yang tidak bekerja sampai hari terakhir saya menginap",wifi_P1-neg,wifi_P1,neg
"Dalam 3 hari 2 malam menginap di sini, saya sudah membunuh 2 kecoa dikamar. Baru check-in saja kamar sudah bau rokok. Wifi tidak menyala",kebersihan-neg,kebersihan,neg
"Dalam 3 hari 2 malam menginap di sini, saya sudah membunuh 2 kecoa dikamar. Baru check-in saja kamar sudah bau rokok. Wifi tidak menyala",bau_P1-neg,bau_P1,neg
"Dalam 3 hari 2 malam menginap di sini, saya sudah membunuh 2 kecoa dikamar. Baru check-in saja kamar sudah bau rokok. Wifi tidak menyala",wifi_P1-neg,wifi_P1,neg
"Kasurnya sedikit kurang bersih, but overall good.",kebersihan-neg,kebersihan,neg
"Kasurnya sedikit kurang bersih, but overall good.",linen_P1-neg,linen_P1,neg
lebih perhatikan udara & aroma di dalam kamar & kamar mandi,bau_P1-neg,bau_P1,neg
saya di kasih kamar paling bawah.. dan banyak tedengar suara orang jalan.. soalnya deket pintu keluar.. air hangat mati.. gak di kasih air.. (mungkin di suruh minum air keran)  ,air_panas_P1-neg,air_panas_P1,neg
saya di kasih kamar paling bawah.. dan banyak tedengar suara orang jalan.. soalnya deket pintu keluar.. air hangat mati.. gak di kasih air.. (mungkin di suruh minum air keran)  ,linen_P1-neg,linen_P1,neg
"Air panas tidak hidup, kamar bau rokok.",air_panas_P1-neg,air_panas_P1,neg
"Air panas tidak hidup, kamar bau rokok.",bau_P1-neg,bau_P1,neg
"kamar cukup bersih, pelayanan cukup ramah, channel tv nya kurang ",kebersihan-pos,kebersihan,pos
"kamar cukup bersih, pelayanan cukup ramah, channel tv nya kurang ",service-pos,service,pos
"kamar cukup bersih, pelayanan cukup ramah, channel tv nya kurang ",tv_P1-neg,tv_P1,neg
nyaman ac kurang dingin,ac_P1-neg,ac_P1,neg
pelayanan nya kurang memuaskan ...pas saya chek in kmrnya blm siap hrs nunggu 1 jm sendiri n air panas nya nga berfungsi,service-neg,service,neg
pelayanan nya kurang memuaskan ...pas saya chek in kmrnya blm siap hrs nunggu 1 jm sendiri n air panas nya nga berfungsi,air_panas_P1-neg,air_panas_P1,neg
Semua fasilitas dan pelayanan bagus tapi tinggal wifi nya kurang terjangkau hingga ujung kamar ,general-pos,general,pos
Semua fasilitas dan pelayanan bagus tapi tinggal wifi nya kurang terjangkau hingga ujung kamar ,service-pos,service,pos
Semua fasilitas dan pelayanan bagus tapi tinggal wifi nya kurang terjangkau hingga ujung kamar ,wifi_P1-neg,wifi_P1,neg
kamrnya berish..nyaman.. cuma air nya tidak anget pas mandi.. pas buat budget untuk menginap sehari..,kebersihan-pos,kebersihan,pos
kamrnya berish..nyaman.. cuma air nya tidak anget pas mandi.. pas buat budget untuk menginap sehari..,air_panas_P1-neg,air_panas_P1,neg
kamar mandi nya kurang karena bau,bau_P1-neg,bau_P1,neg
"Pelayanan yang sangat baik dan bermutu dengan harga hotel yang sangat murah serta memberikan promo harga yang begitu wow. Untuk Fresh Food tidak diberikan waktu kami check-in, Tolong diperhatikan jg AC dan parfum dikamar hotel ini. Terima Kasih",service-pos,service,pos
"Pelayanan yang sangat baik dan bermutu dengan harga hotel yang sangat murah serta memberikan promo harga yang begitu wow. Untuk Fresh Food tidak diberikan waktu kami check-in, Tolong diperhatikan jg AC dan parfum dikamar hotel ini. Terima Kasih",ac_P1-neg,ac_P1,neg
"Pelayanan yang sangat baik dan bermutu dengan harga hotel yang sangat murah serta memberikan promo harga yang begitu wow. Untuk Fresh Food tidak diberikan waktu kami check-in, Tolong diperhatikan jg AC dan parfum dikamar hotel ini. Terima Kasih",bau_P1-neg,bau_P1,neg
"Parkirnya susah, kelengkpannya jga kurang, kmar mandinya kotor, dan kmarnya bau, acnya jga gak dingin. Lebih d perbaiki lgi, karna menginapnya kan bayar. Trimakasih",kebersihan-neg,kebersihan,neg
"Parkirnya susah, kelengkpannya jga kurang, kmar mandinya kotor, dan kmarnya bau, acnya jga gak dingin. Lebih d perbaiki lgi, karna menginapnya kan bayar. Trimakasih",bau_P1-neg,bau_P1,neg
"Parkirnya susah, kelengkpannya jga kurang, kmar mandinya kotor, dan kmarnya bau, acnya jga gak dingin. Lebih d perbaiki lgi, karna menginapnya kan bayar. Trimakasih",ac_P1-neg,ac_P1,neg
